Localefase_1800Hz,Spoorfase_1800Hz
0.0712366104125977,0.78890323638916
0.0654917378966655,0.80319852877725
0.0561015516931419,0.760291856083957
0.0441052250109224,0.665937647736964
0.0290235795314065,0.521407646641712
0.0113863851082648,0.344263320152495
-0.00723774963317306,0.144554840888301
-0.0241491993436928,-0.0614977154854647
-0.0393446821064597,-0.264740145216417
-0.0533006056148701,-0.449012349179982
-0.0648207973923961,-0.60717592563377
-0.0714576040425828,-0.723165956511002
-0.0710278504571538,-0.791412394566942
-0.0651249243860321,-0.803667229817972
-0.0557123546700948,-0.761243349549062
-0.0437863445966193,-0.66281737522968
-0.0289592343847135,-0.522467455200977
-0.0113934459668961,-0.345267080455845
0.00730896674980183,-0.14757564726998
0.0243091655653858,0.0607972346273101
0.0395039884071747,0.264309549830889
0.0533730695843395,0.452328453274689
0.064998182423842,0.60647059511876
0.0717316661224665,0.722395865413156
0.0712266403250219,0.787883368953205
0.065481854075668,0.802668023461037
0.0562546254242185,0.760402666700651
0.0442650094914535,0.666747663885308
0.0291726264431801,0.523183137102848
0.0120097360077957,0.346564801836448
-0.00709955764453851,0.147377330272927
-0.0240019629201542,-0.0585539503837308
-0.0391454685454185,-0.261722868179611
-0.0530943079138881,-0.446646377922009
-0.0646713153520579,-0.6048286224707
-0.0713701137830212,-0.721078685826789
-0.0709502720421823,-0.790429599025176
-0.0652052971645179,-0.80327199169532
-0.0557514069588506,-0.761809352892224
-0.0439320133260421,-0.664167599097118
-0.0290943158162379,-0.524823415965295
-0.0115170901650203,-0.347889757550072
0.00715411202970817,-0.150828334400112
0.0241964828019177,0.0575730042525221
0.0393762235745702,0.261058030775719
0.0533090225196227,0.449752299139801
0.0649072512071169,0.60460701566966
0.0717020587746535,0.720996035791348
0.0712857318344521,0.787462765035825
0.0655711230215604,0.803165411507425
0.056380460556548,0.761481992087888
0.0443783220222936,0.668818062160118
0.0293389011458147,0.525834038223993
0.0117909284138629,0.349504638729594
-0.00679224430780651,0.150766029889344
-0.0238441739644631,-0.055419830971402
-0.0390312055622395,-0.258839448175334
-0.052950417739322,-0.44408403268887
-0.0645928581377764,-0.603354719342512
-0.0713215256316254,-0.720555285508847
-0.0709855068129477,-0.790453049365449
-0.0651778542573277,-0.804520037478343
-0.0558549399235869,-0.763609303862823
-0.0440573048105942,-0.666545072845683
-0.0292422287086804,-0.527410659416036
-0.0117627200025918,-0.350573976273706
0.00717903897731498,-0.153433828353113
0.0242149458536913,0.0550798310786504
0.0392981216533652,0.258981104830192
0.0531040523872963,0.447836085541596
0.0646618310270524,0.603534582426158
0.0714167489042456,0.720649946464055
0.0709540442969036,0.787469791037195
0.0651966548737751,0.803747154164605
0.0558988587460084,0.762928696806613
0.04392660685299,0.670744640648158
0.0288772898623747,0.527876975003388
0.0112929620854789,0.35152221017025
-0.00721035834865481,0.15250085389361
-0.0241849962926218,-0.0534840102677711
-0.0392997470277039,-0.257023689499312
-0.0531533684597945,-0.442380010876257
-0.0645474228790557,-0.601965403186564
-0.0713021758730816,-0.719920762469769
-0.0709314908319877,-0.790175794341866
-0.0650820301985652,-0.8046609405199
-0.0556732421400939,-0.764682851903121
-0.04378424961082,-0.667853199757716
-0.0289584296932585,-0.529149359407287
-0.0115080165575215,-0.352584154014656
0.00716263989033675,-0.155142574203262
0.0242980996854409,0.0531806209284486
0.0393926135313446,0.257102623500203
0.0532325225820726,0.446706192173551
0.0647691614111397,0.602127710777993
0.0715962673075554,0.719903914159901
0.0712158145057632,0.787229664769997
0.0654602719365178,0.803782497139454
0.0561680713749995,0.763550832862792
0.0442129492812633,0.671694774846143
0.0291490590812874,0.529539109154491
0.0116681557835382,0.353627066550146
-0.0068246471067513,0.154780950459532
-0.0239359577481733,-0.0514221742453737
-0.0390677943248601,-0.254977592073478
-0.0529402496160969,-0.440907693596459
-0.0644583899885391,-0.600490587455427
-0.0713321650992371,-0.718787949002748
-0.07100883462175,-0.789800646589028
-0.0651400168641178,-0.804810293920866
-0.0558056722163212,-0.765186295093627
-0.0439328113852294,-0.668997119985748
-0.029212259549993,-0.530852916575169
-0.0117633547608277,-0.354551522805493
0.00683614658023879,-0.157721046249256
0.0240158471125014,0.0507709470128753
0.0391204051489199,0.254860015707285
0.0530088845955814,0.444703925730825
0.0645874473205023,0.600781038720452
0.0715341785538436,0.718752995575968
0.071254857778054,0.78679832459716
0.0656135030305443,0.804275104188749
0.0563711828282254,0.764377553878915
0.0444742369974586,0.67316057556345
0.0294948382794706,0.531481130730008
0.0119422565859507,0.355844119013597
-0.00662806512207854,0.157300891610492
-0.0235936819663434,-0.0491035097820693
-0.0387693318975564,-0.252810352026271
-0.0526199101023829,-0.43860402475246
-0.0641695857789987,-0.599283775934488
-0.0710907630890493,-0.717866555866227
-0.0709338710516483,-0.789493737024884
-0.0652274999703347,-0.805345094555045
-0.0558581611168239,-0.766178059282338
-0.0440504941518471,-0.67055022453729
-0.0293553816231136,-0.532662058407773
-0.0119336231179212,-0.356622552730618
0.0067381440664001,-0.159674097713324
0.0238562811829877,0.0486934160192666
0.0389677068379821,0.253038473600913
0.0528490429998915,0.442517393688889
0.0644527848117378,0.5993629019036
0.0714293041288923,0.717944875429193
0.0712345662075176,0.786403488141881
0.0656132246992294,0.804468825937295
0.0564389772752621,0.765217659005268
0.0445981913548831,0.674495981454611
0.0296522963492291,0.532877211653656
0.012219295215516,0.357772582856362
-0.00640596193488846,0.159052091335087
-0.0234734685897817,-0.0469860123004785
-0.0386073977555481,-0.250892348508984
-0.05254762493616,-0.436745610242884
-0.0640533175330655,-0.597670014672907
-0.0710537014315779,-0.716943413313179
-0.0709742888033963,-0.788924716605478
-0.0652943090762388,-0.80496902129503
-0.0560025706928849,-0.766703252431505
-0.0442241534093305,-0.671449519212813
-0.0295225023707251,-0.534044908257384
-0.01221078793028,-0.35849726656759
0.00644330823708475,-0.161650866683623
0.0235734440670878,0.0465685980464712
0.0387288637488113,0.250957344175228
0.0526059072683032,0.440999905887111
0.064321127561904,0.597558585889841
0.071396288442309,0.71641897383962
0.0712966417568552,0.785543098534517
0.0658178511140852,0.803910864552582
0.056633643632921,0.765584610555463
0.0447916006683486,0.675522186779335
0.0297918489117175,0.534645555070872
0.0123636066375664,0.35989814771269
-0.00622540103021675,0.161356957421909
-0.0232631492023684,-0.0446947074398107
