Localefase_1800Hz,Spoorfase_1800Hz
0.0594387054443359,0.535724639892578
0.0690261794555396,0.671809519901982
0.0722970716676625,0.768328168034611
0.0692730012403605,0.804500387147189
0.0620411937097983,0.789537295541841
0.0515302394838565,0.718300457494945
0.0373675752612177,0.596355334133996
0.0205271169837119,0.433343924844354
0.00221832340296232,0.249274290093366
-0.015732987648245,0.0411485323982428
-0.0316394741626944,-0.166589103462257
-0.0462994726188926,-0.363528212699755
-0.0591108142529239,-0.5379062157522
-0.0687802773966211,-0.674640465699841
-0.071944104138752,-0.761647316455867
-0.0689036512315186,-0.805824819064318
-0.0613254901418438,-0.79038606422601
-0.0507639936226958,-0.719675859714547
-0.0371764856658179,-0.600056027941832
-0.0205693921714209,-0.438108290472492
-0.00214849400708316,-0.242876735202462
0.0158585882426391,-0.0407507292453399
0.0317515688573665,0.166556831196652
0.0463803601530375,0.363686898484268
0.0592320233771709,0.534531462837657
0.0689766631379102,0.671713402162894
0.0722027433003773,0.768055016244226
0.0691985661105466,0.804770290632076
0.0620133528656574,0.790010000508666
0.0515505574633398,0.719907999753238
0.0375088040951481,0.598503718064758
0.0207641668781056,0.435698898888389
0.00248549550255767,0.250918520479217
-0.0155104992513872,0.0430634068529568
-0.0314688874692893,-0.164871408976054
-0.0460896313761679,-0.36155460720899
-0.0589169961051741,-0.536005351359871
-0.068652854771999,-0.673322290859942
-0.0718761054315287,-0.761392419461073
-0.0688076948818655,-0.806106895511229
-0.0613501660930191,-0.790862880421339
-0.0508722121291746,-0.72078139207172
-0.0373175500871036,-0.60095550531881
-0.0207359419107432,-0.439774045577108
-0.00228896860811456,-0.244751344586263
0.0157441210959128,-0.0431953636783504
0.0316233420083935,0.164490873171564
0.0462987184832593,0.362193198276033
0.0591038858027433,0.532986236200257
0.068882501091295,0.670405809330501
0.0723057237226513,0.766814886937684
0.0693184745488144,0.803854302191247
0.0621444398038796,0.790008766319758
0.0515923437915859,0.720732245294446
0.0375310936097076,0.599821993504019
0.020805581836103,0.437618043482602
0.00271147664763915,0.252408870956359
-0.0153325957005981,0.0447966528453115
-0.0313085519593316,-0.163133286120838
-0.0459694969145043,-0.358839873882301
-0.0588264833425868,-0.533455395866353
-0.0686200945178656,-0.671639696736884
-0.0719439835273606,-0.760293377495052
-0.0689855845790963,-0.805521329984189
-0.0615183928660965,-0.791203428780622
-0.0510034788635737,-0.721186773593854
-0.037491438896148,-0.601981883829142
-0.0209635865197621,-0.441870788496371
-0.00253396572473929,-0.24755713395823
0.0155521726882344,-0.0462959491756115
0.0314514723328911,0.161828013559802
0.0461135400226573,0.360112901179961
0.0589730793667523,0.531390866023673
0.0688740989235175,0.668663071397856
0.0722028597786053,0.765480847773767
0.0693542049038144,0.803221083813755
0.0622286209480841,0.790470242837756
0.0518343734671295,0.721802029655309
0.0378711173884544,0.601962547586792
0.0211542665519044,0.439895488037447
0.0029120987674774,0.254718585022249
-0.0150848029254276,0.0466692768410791
-0.0310696624592716,-0.161225089666119
-0.0457540797387671,-0.356960361266478
-0.0585995555257931,-0.532087049392012
-0.0684216190131347,-0.670754776756018
-0.0718506163438756,-0.760092206316342
-0.0689633177610537,-0.805422029423568
-0.0614809994153745,-0.791375167514999
-0.0510716938653276,-0.721468955028813
-0.0376142012686083,-0.603005781390665
-0.0209500412518321,-0.443204227463269
-0.00268137976293169,-0.24966809462599
0.0157312025693522,-0.048662484844659
0.0314841872167279,0.159814168110045
0.046049437410582,0.358608873438073
0.0587978643754485,0.529882545758274
0.068693635815073,0.667295888261182
0.0719932584474705,0.764450231066303
0.0689558178194372,0.802766734701187
0.0617359709593182,0.790300826170501
0.0513181024333452,0.722632832335605
0.0373381919484437,0.603390194799562
0.0205555811417541,0.441345682222569
0.00231933046654825,0.256181680536266
-0.0156457325065664,0.0486959176288558
-0.0314753025123288,-0.158557451153029
-0.0461354010871238,-0.353853919571926
-0.0588125984357637,-0.529532780593411
-0.0685929082946035,-0.669193762157372
-0.0719208169759581,-0.759255635492568
-0.068958139752982,-0.804920589110759
-0.0614351797769716,-0.791293020961762
-0.0509039780725706,-0.722483795640681
-0.0373911238194083,-0.604557188500293
-0.0208782374294084,-0.445927294063746
-0.00248721995027001,-0.25247038532051
0.0155112795948814,-0.051661158446502
0.031443875207566,0.157276934621843
0.0460359085401006,0.356184082620192
0.0588261892513438,0.527525488590824
0.0686468547227072,0.66536272366264
0.0721222232511619,0.763333127575425
0.0691658248872745,0.802688270807597
0.0619840643711526,0.791549568303137
0.0515455871255431,0.724609386330233
0.037644070669634,0.605346780013983
0.0209356286926112,0.443566220168718
0.00267862741223067,0.25863471050585
-0.0153180493635336,0.0511437023327529
-0.0312403172220385,-0.156195736004721
-0.0458158587528498,-0.351661460714626
-0.0585959931977518,-0.528371321473659
-0.0684260698499992,-0.668780257980807
-0.0718929603181921,-0.759155052429736
-0.0689636301316812,-0.805017033975016
-0.0615139409367386,-0.792235114707803
-0.0509779060856412,-0.723487591846907
-0.0376157041402622,-0.606252875211159
-0.0210788081374979,-0.44834684004492
-0.00270682721545399,-0.255078293304836
0.0153965391148524,-0.0534036572337933
0.0312693824925287,0.155846926267223
0.0459161430060107,0.35493174943161
0.0587250322466816,0.526499657560118
0.0685775879246459,0.664377919022932
0.0720777975104768,0.762804008655184
0.0692802058501404,0.802846186487882
0.0621850544067703,0.792405250351535
0.0517526511338045,0.72552898600124
0.0377395135508587,0.606913015015964
0.0210585782265585,0.444920369478984
0.00295844195438141,0.260586349073292
-0.0150652488502672,0.0529324632443264
-0.0310403807893418,-0.154359332185217
-0.0456826785172358,-0.350397254178735
-0.0585341085824892,-0.527679118754181
-0.0684414287532586,-0.668131397850013
-0.0718930113034036,-0.758852395597077
-0.0690576294678525,-0.804812857804386
-0.0615268932488869,-0.792304670539754
-0.0510775340245527,-0.723769994739987
-0.0376764699053772,-0.607250110431397
-0.0212343205589481,-0.449719745224979
-0.0028657669501324,-0.256719709253149
0.0152477225893202,-0.0545354734824544
0.0311604318907305,0.154351642009193
0.0457513384536447,0.353441913544197
0.0585861156132555,0.524855676555606
0.0684752616950822,0.662770778184362
